Genero,Edad,estrato,price_plan,nombre_zone,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
H,22,3,70549.0,S,No Aplica,2,7,1,18-29,Internet-voz,200
H,32,3,70549.0,S,No Aplica,2,1,1,30-39,Internet-voz,200
H,40,1,63749.0,O,No Aplica,1,18,1,40-49,Internet-voz,100
H,35,2,70549.0,O,No Aplica,6,12,1,30-39,Internet-voz,200
H,23,2,70549.0,S,No Aplica,4,26,1,18-29,Internet-voz,200
H,42,1,63749.0,O,No Aplica,6,4,1,40-49,Internet-voz,100
M,57,1,63749.0,S,No Aplica,5,8,1,50-59,Internet-voz,100
M,56,5,74399.0,S,Errores en la Solicitud,5,28,0,50-59,Internet,300
M,60,2,68850.0,S,No Aplica,11,22,1,60-69,Internet-voz,350
M,29,3,79049.0,O,Financiero,5,4,0,18-29,Internet-voz,300
H,44,1,61965.0,O,Tiempos y Procesos,8,10,0,40-49,Internet-voz,250
H,43,3,61965.0,S,No Aplica,7,23,1,40-49,Internet-voz,250
M,38,1,68850.0,O,No Aplica,10,29,1,30-39,Internet-voz,350
H,45,3,56249.0,S,Otro,2,1,0,40-49,Internet,100
M,51,4,79049.0,S,No Aplica,1,10,1,50-59,Internet-voz,300
H,35,3,79049.0,C,No Aplica,5,16,1,30-39,Internet-voz,300
H,42,2,61965.0,C,No Aplica,12,17,1,40-49,Internet-voz,250
H,39,1,61965.0,O,No Aplica,10,15,1,30-39,Internet-voz,250
M,38,5,76415.0,N,No Aplica,12,20,1,30-39,Internet-voz,250
H,65,3,79049.0,O,No Aplica,3,18,1,60-69,Internet-voz,300
H,42,3,61965.0,C,No Aplica,7,17,1,40-49,Internet-voz,250
M,46,3,68850.0,O,Errores en la Solicitud,12,29,0,40-49,Internet-voz,350
H,40,2,79049.0,N,Financiero,6,17,0,40-49,Internet-voz,300
H,31,1,68850.0,O,No Aplica,10,23,1,30-39,Internet-voz,350
M,42,1,63749.0,O,No Aplica,4,5,1,40-49,Internet-voz,100
H,26,1,68850.0,O,No Aplica,9,27,1,18-29,Internet-voz,350
M,56,4,63749.0,S,No Aplica,4,11,1,50-59,Internet-voz,100
H,37,3,66399.0,N,No Aplica,4,9,1,30-39,Internet-voz,200
H,37,3,59999.0,S,Errores en la Solicitud,12,12,0,30-39,Internet-voz,100
H,37,3,79049.0,C,Otro,1,26,0,30-39,Internet-voz,300
H,34,4,77520.0,S,Financiero,7,5,0,30-39,Internet,350
H,26,2,61965.0,O,No Aplica,7,4,1,18-29,Internet-voz,250
M,40,2,58565.0,S,No Aplica,12,2,1,40-49,Internet,250
H,56,6,79049.0,C,Tiempos y Procesos,1,19,0,50-59,Internet-voz,300
M,39,2,69749.0,O,Financiero,2,21,0,30-39,Internet,300
H,45,1,68850.0,O,Tiempos y Procesos,11,30,0,40-49,Internet-voz,350
M,53,2,61965.0,O,No Aplica,9,5,1,50-59,Internet-voz,250
M,23,4,76415.0,S,No Aplica,10,3,1,18-29,Internet-voz,250
H,20,1,70549.0,O,No Aplica,6,25,1,18-29,Internet-voz,200
M,23,4,79920.0,S,No Aplica,10,18,1,18-29,Internet-voz,350
H,31,3,68850.0,S,No Aplica,10,26,1,30-39,Internet-voz,350
H,39,4,79049.0,S,No Aplica,4,15,1,30-39,Internet-voz,300
M,47,3,61965.0,N,No Aplica,10,15,1,40-49,Internet-voz,250
M,40,1,63749.0,O,No Aplica,2,20,1,40-49,Internet-voz,100
H,20,1,74999.0,O,No Aplica,4,4,1,18-29,Internet-voz,100
M,53,2,74399.0,C,Otro,6,28,0,50-59,Internet-voz,300
H,43,3,70549.0,N,Otro,1,17,0,40-49,Internet-voz,200
M,41,5,66400.0,C,No Aplica,6,6,1,40-49,Internet,200
M,41,4,63749.0,C,No Aplica,3,22,1,40-49,Internet-voz,100
M,35,2,63749.0,N,No Aplica,4,20,1,30-39,Internet-voz,100
M,26,5,62800.0,S,Errores en la Solicitud,12,2,0,18-29,Internet,350
M,63,1,63749.0,O,Financiero,2,23,0,60-69,Internet-voz,100
M,48,2,63749.0,S,No Aplica,5,6,1,40-49,Internet-voz,100
M,45,5,79049.0,S,No Aplica,2,12,1,40-49,Internet-voz,300
H,30,1,61965.0,O,No Aplica,8,13,1,30-39,Internet-voz,250
H,48,2,61965.0,O,No Aplica,8,9,1,40-49,Internet-voz,250
M,64,2,79049.0,N,No Aplica,5,22,1,60-69,Internet-voz,300
M,58,2,68850.0,S,No Aplica,11,21,1,50-59,Internet-voz,350
H,59,3,63749.0,N,No Aplica,3,19,1,50-59,Internet-voz,100
H,19,3,59999.0,S,No Aplica,5,6,1,18-29,Internet-voz,100
H,55,2,63749.0,N,Financiero,5,24,0,50-59,Internet-voz,100
H,31,2,63749.0,N,Tiempos y Procesos,5,23,0,30-39,Internet-voz,100
H,22,3,56249.0,O,Falta de Interés,12,26,0,18-29,Internet,100
M,50,3,58565.0,O,No Aplica,10,23,1,50-59,Internet,250
M,53,1,64800.0,O,Financiero,3,1,0,50-59,Internet-voz,350
H,33,2,68850.0,S,No Aplica,10,2,1,30-39,Internet-voz,350
H,66,3,61965.0,C,No Aplica,9,27,1,60-69,Internet-voz,250
M,21,2,59999.0,S,No Aplica,6,28,1,18-29,Internet-voz,100
M,50,1,63749.0,O,No Aplica,5,24,1,50-59,Internet-voz,100
M,32,2,63749.0,N,Financiero,3,30,0,30-39,Internet-voz,100
H,64,3,62250.0,N,No Aplica,1,18,1,60-69,Internet,200
H,54,4,77520.0,S,No Aplica,11,19,1,50-59,Internet,350
H,59,3,61965.0,N,Tiempos y Procesos,9,4,0,50-59,Internet-voz,250
H,57,2,79049.0,C,No Aplica,2,6,1,50-59,Internet-voz,300
M,65,1,61965.0,O,No Aplica,11,13,1,60-69,Internet-voz,250
H,19,3,74399.0,N,Errores en la Solicitud,4,24,0,18-29,Internet-voz,300
H,20,1,63749.0,O,No Aplica,3,12,1,18-29,Internet-voz,100
M,56,4,76415.0,S,Errores en la Solicitud,7,6,0,50-59,Internet-voz,250
H,35,5,79049.0,S,No Aplica,5,8,1,30-39,Internet-voz,300
H,45,3,63749.0,S,No Aplica,2,1,1,40-49,Internet-voz,100
M,21,3,61965.0,S,No Aplica,11,5,1,18-29,Internet-voz,250
H,59,3,69749.0,S,Falta de Interés,12,11,0,50-59,Internet,300
H,38,2,63749.0,O,Financiero,2,24,0,30-39,Internet-voz,100
H,26,3,63749.0,C,Tiempos y Procesos,6,28,0,18-29,Internet-voz,100
H,48,1,61965.0,O,No Aplica,8,22,1,40-49,Internet-voz,250
M,63,1,61965.0,O,Financiero,7,8,0,60-69,Internet-voz,250
H,19,5,62250.0,S,Otro,9,25,0,18-29,Internet,200
M,40,2,70549.0,N,Tiempos y Procesos,6,5,0,40-49,Internet-voz,200
M,52,1,68850.0,O,Financiero,7,6,0,50-59,Internet-voz,350
M,31,1,68850.0,O,No Aplica,8,21,1,30-39,Internet-voz,350
M,25,3,66399.0,C,No Aplica,9,20,1,18-29,Internet-voz,200
H,18,4,67920.0,S,No Aplica,8,7,1,18-29,Internet,250
H,49,2,61965.0,N,No Aplica,9,19,1,40-49,Internet-voz,250
H,46,1,68850.0,O,No Aplica,7,8,1,40-49,Internet-voz,350
M,31,2,63749.0,O,No Aplica,2,23,1,30-39,Internet-voz,100
H,31,2,79049.0,C,Tiempos y Procesos,1,19,0,30-39,Internet-voz,300
M,49,1,70549.0,O,No Aplica,6,11,1,40-49,Internet-voz,200
H,45,2,61965.0,O,No Aplica,9,20,1,40-49,Internet-voz,250
H,39,2,69749.0,C,No Aplica,6,1,1,30-39,Internet,300
M,57,1,63749.0,S,No Aplica,4,20,1,50-59,Internet-voz,100
H,41,4,76415.0,N,No Aplica,10,25,1,40-49,Internet-voz,250
H,41,2,63749.0,S,No Aplica,1,10,1,40-49,Internet-voz,100
H,54,3,55120.0,N,Errores en la Solicitud,8,27,0,50-59,Internet,250
M,61,4,76415.0,S,No Aplica,9,25,1,60-69,Internet-voz,250
M,24,2,56249.0,O,Doble Solicitud,11,27,0,18-29,Internet,100
M,35,2,63749.0,C,Tiempos y Procesos,6,28,0,30-39,Internet-voz,100
M,45,1,63749.0,O,Financiero,6,20,0,40-49,Internet-voz,100
H,20,2,68850.0,C,No Aplica,9,3,1,18-29,Internet-voz,350
H,54,2,79049.0,N,No Aplica,5,19,1,50-59,Internet-voz,300
H,40,4,76415.0,S,No Aplica,8,2,1,40-49,Internet-voz,250
M,61,5,76415.0,N,No Aplica,7,25,1,60-69,Internet-voz,250
M,21,3,61965.0,N,No Aplica,12,5,1,18-29,Internet-voz,250
H,51,2,63749.0,O,No Aplica,4,10,1,50-59,Internet-voz,100
M,43,4,79049.0,S,No Aplica,4,9,1,40-49,Internet-voz,300
M,20,2,70549.0,S,No Aplica,1,13,1,18-29,Internet-voz,200
M,58,1,63749.0,O,No Aplica,3,13,1,50-59,Internet-voz,100
M,52,3,69749.0,S,No Aplica,7,10,1,50-59,Internet,300
H,19,2,63749.0,C,No Aplica,5,21,1,18-29,Internet-voz,100
M,22,1,63749.0,O,Financiero,5,31,0,18-29,Internet-voz,100
H,63,3,68850.0,O,No Aplica,12,10,1,60-69,Internet-voz,350
H,50,5,63749.0,N,Tiempos y Procesos,4,27,0,50-59,Internet-voz,100
H,23,3,69749.0,N,No Aplica,9,6,1,18-29,Internet,300
H,50,2,61965.0,N,No Aplica,9,16,1,50-59,Internet-voz,250
H,44,1,63749.0,O,Falta de Interés,5,15,0,40-49,Internet-voz,100
H,47,1,70549.0,S,No Aplica,5,3,1,40-49,Internet-voz,200
M,44,2,61965.0,C,No Aplica,10,12,1,40-49,Internet-voz,250
M,34,3,58320.0,C,No Aplica,2,14,1,30-39,Internet-voz,250
H,54,1,56249.0,S,Otro,10,17,0,50-59,Internet,100
H,37,1,61965.0,O,No Aplica,8,15,1,30-39,Internet-voz,250
H,23,1,61965.0,O,No Aplica,8,27,1,18-29,Internet-voz,250
M,23,1,70549.0,O,No Aplica,4,20,1,18-29,Internet-voz,200
H,33,2,61965.0,C,No Aplica,10,15,1,30-39,Internet-voz,250
H,19,2,61965.0,N,No Aplica,12,23,1,18-29,Internet-voz,250
M,60,3,68850.0,N,No Aplica,7,23,1,60-69,Internet-voz,350
M,30,2,70549.0,C,No Aplica,1,5,1,30-39,Internet-voz,200
H,40,2,63749.0,O,No Aplica,1,22,1,40-49,Internet-voz,100
M,19,3,61965.0,C,No Aplica,10,28,1,18-29,Internet-voz,250
M,61,3,63749.0,N,No Aplica,4,15,1,60-69,Internet-voz,100
M,35,2,61965.0,S,No Aplica,9,20,1,30-39,Internet-voz,250
M,43,5,76415.0,N,No Aplica,12,5,1,40-49,Internet-voz,250
M,44,1,58320.0,N,No Aplica,1,17,1,40-49,Internet-voz,250
H,41,2,79049.0,C,No Aplica,2,15,1,40-49,Internet-voz,300
H,64,3,70549.0,N,Tiempos y Procesos,6,18,0,60-69,Internet-voz,200
M,20,2,61965.0,O,No Aplica,8,9,1,18-29,Internet-voz,250
M,32,3,62250.0,O,No Aplica,9,4,1,30-39,Internet,200
M,59,4,76415.0,S,Tiempos y Procesos,9,20,0,50-59,Internet-voz,250
H,41,5,66400.0,C,No Aplica,3,23,1,40-49,Internet,200
H,54,5,76415.0,S,Doble Solicitud,12,17,0,50-59,Internet-voz,250
M,21,3,79049.0,S,No Aplica,4,4,1,18-29,Internet-voz,300
M,46,1,61965.0,O,Doble Solicitud,10,22,0,40-49,Internet-voz,250
M,55,2,55120.0,N,Financiero,1,21,0,50-59,Internet,250
M,52,3,58320.0,N,Errores en la Solicitud,12,11,0,50-59,Internet-voz,250
H,21,3,55120.0,S,No Aplica,8,23,1,18-29,Internet,250
M,48,1,61965.0,O,No Aplica,8,16,1,40-49,Internet-voz,250
M,59,2,63749.0,N,No Aplica,6,27,1,50-59,Internet-voz,100
H,59,2,61965.0,N,No Aplica,9,6,1,50-59,Internet-voz,250
M,50,3,79049.0,C,No Aplica,5,21,1,50-59,Internet-voz,300
H,59,3,63749.0,S,No Aplica,2,6,1,50-59,Internet-voz,100
M,43,1,55120.0,O,No Aplica,8,21,1,40-49,Internet,250
H,38,2,63749.0,N,No Aplica,6,28,1,30-39,Internet-voz,100
H,53,6,70549.0,C,No Aplica,4,26,1,50-59,Internet-voz,200
M,42,2,63749.0,N,No Aplica,4,9,1,40-49,Internet-voz,100
H,43,2,68850.0,O,No Aplica,11,9,1,40-49,Internet-voz,350
M,33,1,61965.0,O,No Aplica,9,6,1,30-39,Internet-voz,250
H,35,4,63749.0,S,Doble Solicitud,1,19,0,30-39,Internet-voz,100
H,24,1,56249.0,O,Financiero,7,6,0,18-29,Internet,100
H,64,3,63749.0,O,Doble Solicitud,3,4,0,60-69,Internet-voz,100
H,39,2,55120.0,O,No Aplica,7,4,1,30-39,Internet,250
H,39,4,76415.0,S,No Aplica,12,11,1,30-39,Internet-voz,250
H,49,3,74999.0,C,No Aplica,4,4,1,40-49,Internet-voz,100
M,33,2,63749.0,O,No Aplica,2,28,1,30-39,Internet-voz,100
H,60,3,74399.0,N,Falta de Interés,1,30,0,60-69,Internet-voz,300
M,40,2,63749.0,N,Errores en la Solicitud,5,29,0,40-49,Internet-voz,100
M,23,2,63749.0,O,No Aplica,5,30,1,18-29,Internet-voz,100
M,22,3,63749.0,O,No Aplica,5,28,1,18-29,Internet-voz,100
M,36,4,67920.0,S,No Aplica,7,23,1,30-39,Internet,250
H,56,1,70549.0,O,No Aplica,3,22,1,50-59,Internet-voz,200
M,33,1,63749.0,O,No Aplica,4,19,1,30-39,Internet-voz,100
H,32,4,69749.0,S,Doble Solicitud,11,9,0,30-39,Internet,300
H,54,1,61965.0,O,No Aplica,7,10,1,50-59,Internet-voz,250
H,19,1,61965.0,O,No Aplica,8,30,1,18-29,Internet-voz,250
H,50,5,82365.0,N,No Aplica,11,29,1,50-59,Internet,350
H,42,1,61965.0,O,No Aplica,11,20,1,40-49,Internet-voz,250
H,33,1,63749.0,O,No Aplica,5,20,1,30-39,Internet-voz,100
H,47,3,61965.0,S,No Aplica,12,9,1,40-49,Internet-voz,250
H,35,1,63749.0,S,No Aplica,5,23,1,30-39,Internet-voz,100
H,44,3,63749.0,N,No Aplica,5,22,1,40-49,Internet-voz,100
H,29,4,79049.0,S,No Aplica,2,16,1,18-29,Internet-voz,300
H,41,2,68850.0,C,No Aplica,12,19,1,40-49,Internet-voz,350
H,61,6,56249.0,O,No Aplica,10,18,1,60-69,Internet,100
H,35,1,63749.0,O,Tiempos y Procesos,5,2,0,30-39,Internet-voz,100
H,55,3,62250.0,N,Falta de Interés,11,2,0,50-59,Internet,200
H,21,3,55120.0,S,Errores en la Solicitud,7,23,0,18-29,Internet,250
H,28,3,62250.0,S,Falta de Interés,2,21,0,18-29,Internet,200
H,55,1,79049.0,C,Errores en la Solicitud,3,20,0,50-59,Internet-voz,300
H,62,6,79049.0,C,No Aplica,1,19,1,60-69,Internet-voz,300
H,52,1,68850.0,S,No Aplica,7,6,1,50-59,Internet-voz,350
M,26,2,63749.0,S,Financiero,5,14,0,18-29,Internet-voz,100
H,23,3,58565.0,C,No Aplica,7,24,1,18-29,Internet,250
H,44,3,62800.0,N,No Aplica,8,12,1,40-49,Internet,350
H,40,5,70549.0,N,No Aplica,1,30,1,40-49,Internet-voz,200
H,43,3,63749.0,C,No Aplica,4,8,1,40-49,Internet-voz,100
M,56,2,61965.0,O,No Aplica,10,22,1,50-59,Internet-voz,250
M,42,2,70549.0,N,No Aplica,6,6,1,40-49,Internet-voz,200
H,29,3,69749.0,N,Falta de Interés,1,29,0,18-29,Internet,300
M,23,4,70549.0,S,No Aplica,2,5,1,18-29,Internet-voz,200
H,32,1,63749.0,O,No Aplica,6,25,1,30-39,Internet-voz,100
H,30,3,59999.0,S,Otro,1,10,0,30-39,Internet-voz,100
H,22,2,63749.0,N,No Aplica,6,8,1,18-29,Internet-voz,100
M,24,2,62800.0,C,No Aplica,11,22,1,18-29,Internet,350
H,22,3,61965.0,N,Tiempos y Procesos,12,26,0,18-29,Internet-voz,250
H,18,1,68850.0,S,No Aplica,11,28,1,18-29,Internet-voz,350
M,58,2,63749.0,N,No Aplica,2,5,1,50-59,Internet-voz,100
M,51,2,63749.0,O,Falta de Interés,5,21,0,50-59,Internet-voz,100
M,32,4,79920.0,S,No Aplica,7,11,1,30-39,Internet-voz,350
H,56,2,63749.0,C,No Aplica,2,23,1,50-59,Internet-voz,100
M,41,2,63749.0,O,No Aplica,3,4,1,40-49,Internet-voz,100
H,23,3,63749.0,C,Errores en la Solicitud,5,9,0,18-29,Internet-voz,100
H,36,1,61965.0,O,No Aplica,12,16,1,30-39,Internet-voz,250
H,50,2,63749.0,S,No Aplica,3,2,1,50-59,Internet-voz,100
H,29,2,70549.0,S,No Aplica,4,18,1,18-29,Internet-voz,200
H,61,1,68850.0,O,No Aplica,7,26,1,60-69,Internet-voz,350
M,29,2,61965.0,C,Tiempos y Procesos,7,10,0,18-29,Internet-voz,250
M,46,3,66399.0,S,Falta de Interés,4,16,0,40-49,Internet-voz,200
M,55,2,61965.0,N,No Aplica,9,9,1,50-59,Internet-voz,250
H,63,1,61965.0,O,No Aplica,10,4,1,60-69,Internet-voz,250
M,40,4,63749.0,S,No Aplica,1,16,1,40-49,Internet-voz,100
M,31,4,82999.0,N,No Aplica,4,2,1,30-39,Internet-voz,200
H,18,1,58565.0,O,Tiempos y Procesos,11,5,0,18-29,Internet,250
M,32,2,63749.0,C,Otro,2,24,0,30-39,Internet-voz,100
H,52,2,79049.0,S,No Aplica,1,23,1,50-59,Internet-voz,300
H,18,1,63749.0,O,No Aplica,3,15,1,18-29,Internet-voz,100
H,59,4,63749.0,S,No Aplica,1,6,1,50-59,Internet-voz,100
M,36,3,58320.0,N,No Aplica,8,14,1,30-39,Internet-voz,250
H,55,3,70549.0,C,Errores en la Solicitud,5,18,0,50-59,Internet-voz,200
M,36,6,70549.0,C,No Aplica,2,6,1,30-39,Internet-voz,200
M,40,4,69749.0,C,Errores en la Solicitud,6,6,0,40-49,Internet,300
M,60,5,70549.0,S,Otro,1,15,0,60-69,Internet-voz,200
M,62,3,63749.0,N,No Aplica,6,25,1,60-69,Internet-voz,100
H,60,2,63749.0,O,No Aplica,3,21,1,60-69,Internet-voz,100
H,39,3,68850.0,S,Errores en la Solicitud,9,18,0,30-39,Internet-voz,350
M,61,1,70549.0,O,No Aplica,5,29,1,60-69,Internet-voz,200
M,64,5,62250.0,N,No Aplica,2,8,1,60-69,Internet,200
H,32,3,70549.0,N,No Aplica,2,9,1,30-39,Internet-voz,200
H,30,2,68850.0,C,No Aplica,12,20,1,30-39,Internet-voz,350
M,44,3,55120.0,S,Errores en la Solicitud,8,26,0,40-49,Internet,250
M,36,1,61965.0,O,No Aplica,8,16,1,30-39,Internet-voz,250
M,31,1,70549.0,S,Doble Solicitud,6,21,0,30-39,Internet-voz,200
M,56,1,74399.0,O,Otro,12,15,0,50-59,Internet-voz,300
H,33,2,74399.0,C,Errores en la Solicitud,2,15,0,30-39,Internet-voz,300
H,64,4,76415.0,S,No Aplica,12,18,1,60-69,Internet-voz,250
H,53,1,61965.0,O,No Aplica,7,19,1,50-59,Internet-voz,250
M,18,3,63749.0,S,No Aplica,3,7,1,18-29,Internet-voz,100
M,58,2,63749.0,O,No Aplica,3,5,1,50-59,Internet-voz,100
H,54,4,79049.0,N,No Aplica,4,26,1,50-59,Internet-voz,300
H,60,5,67920.0,N,No Aplica,8,8,1,60-69,Internet,250
H,20,3,62800.0,O,No Aplica,1,29,1,18-29,Internet,350
M,51,2,70549.0,S,No Aplica,6,24,1,50-59,Internet-voz,200
H,48,2,61965.0,O,No Aplica,12,9,1,40-49,Internet-voz,250
H,41,2,79049.0,S,Tiempos y Procesos,3,21,0,40-49,Internet-voz,300
H,52,2,74399.0,O,Errores en la Solicitud,12,28,0,50-59,Internet-voz,300
M,31,3,68850.0,O,Falta de Interés,10,14,0,30-39,Internet-voz,350
M,37,3,62800.0,S,No Aplica,2,24,1,30-39,Internet,350
H,37,1,63749.0,O,Financiero,3,18,0,30-39,Internet-voz,100
H,47,4,77520.0,S,Errores en la Solicitud,10,1,0,40-49,Internet,350
M,55,2,66399.0,C,Doble Solicitud,6,23,0,50-59,Internet-voz,200
H,49,4,76415.0,S,No Aplica,9,19,1,40-49,Internet-voz,250
H,49,5,79049.0,S,No Aplica,4,22,1,40-49,Internet-voz,300
M,31,3,68850.0,N,No Aplica,7,30,1,30-39,Internet-voz,350
H,33,1,56249.0,O,Otro,1,18,0,30-39,Internet,100
H,57,1,63749.0,O,No Aplica,2,6,1,50-59,Internet-voz,100
H,48,6,63749.0,C,No Aplica,5,15,1,40-49,Internet-voz,100
H,29,2,63749.0,N,Tiempos y Procesos,5,27,0,18-29,Internet-voz,100
H,41,1,56249.0,O,No Aplica,9,25,1,40-49,Internet,100
M,52,2,61965.0,C,No Aplica,12,5,1,50-59,Internet-voz,250
M,49,2,56249.0,C,No Aplica,12,28,1,40-49,Internet,100
M,42,1,79049.0,O,No Aplica,5,30,1,40-49,Internet-voz,300
H,39,1,63749.0,O,Financiero,4,12,0,30-39,Internet-voz,100
M,37,2,68850.0,C,Financiero,8,28,0,30-39,Internet-voz,350
M,52,5,79049.0,S,No Aplica,6,18,1,50-59,Internet-voz,300
H,41,2,70549.0,N,No Aplica,5,23,1,40-49,Internet-voz,200
H,59,1,61965.0,O,No Aplica,8,28,1,50-59,Internet-voz,250
M,53,1,79049.0,O,No Aplica,3,8,1,50-59,Internet-voz,300
M,54,1,63749.0,N,No Aplica,2,21,1,50-59,Internet-voz,100
M,29,5,63749.0,N,No Aplica,3,21,1,18-29,Internet-voz,100
M,49,3,62800.0,O,No Aplica,2,21,1,40-49,Internet,350
M,29,3,56249.0,N,Financiero,5,2,0,18-29,Internet,100
M,27,2,68850.0,N,No Aplica,7,5,1,18-29,Internet-voz,350
H,50,1,68850.0,C,No Aplica,10,26,1,50-59,Internet-voz,350
H,18,1,61965.0,O,No Aplica,8,6,1,18-29,Internet-voz,250
H,63,3,56249.0,C,Errores en la Solicitud,3,12,0,60-69,Internet,100
H,54,2,63749.0,S,Financiero,5,22,0,50-59,Internet-voz,100
M,52,2,61965.0,N,No Aplica,11,11,1,50-59,Internet-voz,250
H,33,3,62800.0,S,No Aplica,11,30,1,30-39,Internet,350
H,53,3,66399.0,N,Falta de Interés,3,26,0,50-59,Internet-voz,200
H,27,2,61965.0,O,No Aplica,8,6,1,18-29,Internet-voz,250
H,35,2,66400.0,N,No Aplica,5,22,1,30-39,Internet,200
H,38,4,66400.0,S,No Aplica,3,27,1,30-39,Internet,200
H,55,3,70549.0,S,No Aplica,6,28,1,50-59,Internet-voz,200
M,42,1,68850.0,O,No Aplica,8,18,1,40-49,Internet-voz,350
H,32,4,63749.0,C,No Aplica,5,3,1,30-39,Internet-voz,100
H,28,3,70549.0,S,Tiempos y Procesos,5,24,0,18-29,Internet-voz,200
H,37,2,68850.0,S,No Aplica,11,21,1,30-39,Internet-voz,350
H,39,1,63749.0,O,No Aplica,4,28,1,30-39,Internet-voz,100
H,41,4,76415.0,C,No Aplica,12,10,1,40-49,Internet-voz,250
H,41,2,68850.0,C,No Aplica,9,3,1,40-49,Internet-voz,350
M,26,2,70549.0,C,No Aplica,6,25,1,18-29,Internet-voz,200
M,64,2,61965.0,N,No Aplica,12,17,1,60-69,Internet-voz,250
H,42,3,58320.0,C,No Aplica,8,26,1,40-49,Internet-voz,250
M,29,3,61965.0,O,No Aplica,8,6,1,18-29,Internet-voz,250
H,37,1,55120.0,O,No Aplica,11,12,1,30-39,Internet,250
H,56,3,58565.0,C,No Aplica,10,31,1,50-59,Internet,250
H,30,3,61965.0,C,No Aplica,10,16,1,30-39,Internet-voz,250
H,65,3,59999.0,N,No Aplica,2,2,1,60-69,Internet-voz,100
H,46,2,70549.0,N,No Aplica,6,4,1,40-49,Internet-voz,200
M,30,4,69749.0,S,No Aplica,8,8,1,30-39,Internet,300
H,57,5,67920.0,N,No Aplica,9,9,1,50-59,Internet,250
M,50,3,58320.0,N,No Aplica,10,15,1,50-59,Internet-voz,250
H,23,2,79049.0,O,No Aplica,3,1,1,18-29,Internet-voz,300
H,46,6,72165.0,S,No Aplica,10,23,1,40-49,Internet,250
M,35,5,67920.0,S,Financiero,1,22,0,30-39,Internet,250
M,40,2,68850.0,S,No Aplica,11,27,1,40-49,Internet-voz,350
M,46,1,61965.0,O,No Aplica,7,13,1,40-49,Internet-voz,250
H,24,3,56249.0,C,Otro,12,12,0,18-29,Internet,100
H,57,3,61965.0,N,No Aplica,9,26,1,50-59,Internet-voz,250
M,51,4,63749.0,S,No Aplica,2,20,1,50-59,Internet-voz,100
M,37,3,55120.0,N,Financiero,7,25,0,30-39,Internet,250
H,21,4,76415.0,S,Tiempos y Procesos,12,7,0,18-29,Internet-voz,250
H,56,3,58565.0,N,No Aplica,12,12,1,50-59,Internet,250
H,25,3,68850.0,N,Errores en la Solicitud,11,1,0,18-29,Internet-voz,350
H,33,6,74399.0,S,No Aplica,2,27,1,30-39,Internet,300
H,54,5,69749.0,C,Errores en la Solicitud,4,17,0,50-59,Internet,300
M,22,2,79049.0,O,No Aplica,5,9,1,18-29,Internet-voz,300
H,46,2,63749.0,O,No Aplica,6,18,1,40-49,Internet-voz,100
H,28,3,63749.0,S,No Aplica,1,23,1,18-29,Internet-voz,100
H,31,3,66725.0,C,No Aplica,9,13,1,30-39,Internet,350
H,55,1,61965.0,O,Doble Solicitud,12,24,0,50-59,Internet-voz,250
M,35,1,63749.0,N,No Aplica,5,22,1,30-39,Internet-voz,100
H,32,2,61965.0,O,Errores en la Solicitud,7,3,0,30-39,Internet-voz,250
H,31,2,69999.0,C,Otro,1,3,0,30-39,Internet-voz,80
H,64,1,70549.0,O,No Aplica,5,23,1,60-69,Internet-voz,200
H,64,2,58565.0,C,No Aplica,7,4,1,60-69,Internet,250
H,22,5,69749.0,S,Financiero,6,5,0,18-29,Internet,300
M,40,2,63749.0,O,No Aplica,6,20,1,40-49,Internet-voz,100
H,43,3,70549.0,C,Otro,6,21,0,40-49,Internet-voz,200
H,36,3,68850.0,C,No Aplica,12,18,1,30-39,Internet-voz,350
H,65,2,61965.0,O,Financiero,9,9,0,60-69,Internet-voz,250
M,32,1,68850.0,N,No Aplica,11,27,1,30-39,Internet-voz,350
M,23,3,55120.0,S,No Aplica,9,12,1,18-29,Internet,250
H,53,3,74399.0,O,No Aplica,12,4,1,50-59,Internet-voz,300
H,36,4,69749.0,S,No Aplica,5,15,1,30-39,Internet,300
H,55,3,61965.0,C,No Aplica,11,12,1,50-59,Internet-voz,250
H,46,4,74399.0,S,No Aplica,3,7,1,40-49,Internet,300
H,29,2,70549.0,C,Tiempos y Procesos,5,16,0,18-29,Internet-voz,200
H,55,3,63749.0,N,No Aplica,6,20,1,50-59,Internet-voz,100
M,65,3,64800.0,S,Errores en la Solicitud,9,24,0,60-69,Internet-voz,350
H,27,2,66399.0,C,No Aplica,1,13,1,18-29,Internet-voz,200
M,48,1,61965.0,O,No Aplica,10,23,1,40-49,Internet-voz,250
H,60,3,74399.0,N,Falta de Interés,3,6,0,60-69,Internet-voz,300
H,60,3,61965.0,S,No Aplica,11,22,1,60-69,Internet-voz,250
M,39,6,82999.0,S,No Aplica,4,4,1,30-39,Internet-voz,200
M,49,1,79049.0,O,No Aplica,3,23,1,40-49,Internet-voz,300
M,43,2,63749.0,O,No Aplica,3,20,1,40-49,Internet-voz,100
M,59,4,77520.0,S,Errores en la Solicitud,7,23,0,50-59,Internet,350
H,34,2,68850.0,N,No Aplica,9,17,1,30-39,Internet-voz,350
H,57,3,68850.0,N,Otro,10,31,0,50-59,Internet-voz,350
